ids,recommendations,pictures,id
"[1, 34104, 34148, 34161, 34176, 34177, 34209, 34213, 34102, 34257]","['Cowboy Bebop', ""Knight's & Magic"", 'Nyanko Days', 'Overlord: The Undead King', 'Grimoire of Zero', ""Angel's 3Piece!"", 'Meiji Tokyo Renka', 'Tawawa on Monday', 'Sagrada Reset', 'THE IDOLM@STER CINDERELLA GIRLS Theater']","['https://cdn.myanimelist.net/images/anime/4/19644l.jpg', 'https://cdn.myanimelist.net/images/anime/1472/93813l.jpg', 'https://cdn.myanimelist.net/images/anime/10/83933l.jpg', 'https://cdn.myanimelist.net/images/anime/12/87759l.jpg', 'https://cdn.myanimelist.net/images/anime/5/85224l.jpg', 'https://cdn.myanimelist.net/images/anime/8/86831l.jpg', 'https://cdn.myanimelist.net/images/anime/1205/96175l.jpg', 'https://cdn.myanimelist.net/images/anime/13/83576l.jpg', 'https://cdn.myanimelist.net/images/anime/5/87743l.jpg', 'https://cdn.myanimelist.net/images/anime/10/89786l.jpg']",869
"[1, 34104, 34148, 34161, 34176, 34177, 34209, 34213, 34102, 34257]","['Cowboy Bebop', ""Knight's & Magic"", 'Nyanko Days', 'Overlord: The Undead King', 'Grimoire of Zero', ""Angel's 3Piece!"", 'Meiji Tokyo Renka', 'Tawawa on Monday', 'Sagrada Reset', 'THE IDOLM@STER CINDERELLA GIRLS Theater']","['https://cdn.myanimelist.net/images/anime/4/19644l.jpg', 'https://cdn.myanimelist.net/images/anime/1472/93813l.jpg', 'https://cdn.myanimelist.net/images/anime/10/83933l.jpg', 'https://cdn.myanimelist.net/images/anime/12/87759l.jpg', 'https://cdn.myanimelist.net/images/anime/5/85224l.jpg', 'https://cdn.myanimelist.net/images/anime/8/86831l.jpg', 'https://cdn.myanimelist.net/images/anime/1205/96175l.jpg', 'https://cdn.myanimelist.net/images/anime/13/83576l.jpg', 'https://cdn.myanimelist.net/images/anime/5/87743l.jpg', 'https://cdn.myanimelist.net/images/anime/10/89786l.jpg']",870
"[1, 34104, 34148, 34161, 34176, 34177, 34209, 34213, 34102, 34257]","['Cowboy Bebop', ""Knight's & Magic"", 'Nyanko Days', 'Overlord: The Undead King', 'Grimoire of Zero', ""Angel's 3Piece!"", 'Meiji Tokyo Renka', 'Tawawa on Monday', 'Sagrada Reset', 'THE IDOLM@STER CINDERELLA GIRLS Theater']","['https://cdn.myanimelist.net/images/anime/4/19644l.jpg', 'https://cdn.myanimelist.net/images/anime/1472/93813l.jpg', 'https://cdn.myanimelist.net/images/anime/10/83933l.jpg', 'https://cdn.myanimelist.net/images/anime/12/87759l.jpg', 'https://cdn.myanimelist.net/images/anime/5/85224l.jpg', 'https://cdn.myanimelist.net/images/anime/8/86831l.jpg', 'https://cdn.myanimelist.net/images/anime/1205/96175l.jpg', 'https://cdn.myanimelist.net/images/anime/13/83576l.jpg', 'https://cdn.myanimelist.net/images/anime/5/87743l.jpg', 'https://cdn.myanimelist.net/images/anime/10/89786l.jpg']",872
"[1, 34104, 34148, 34161, 34176, 34177, 34209, 34213, 34102, 34257]","['Cowboy Bebop', ""Knight's & Magic"", 'Nyanko Days', 'Overlord: The Undead King', 'Grimoire of Zero', ""Angel's 3Piece!"", 'Meiji Tokyo Renka', 'Tawawa on Monday', 'Sagrada Reset', 'THE IDOLM@STER CINDERELLA GIRLS Theater']","['https://cdn.myanimelist.net/images/anime/4/19644l.jpg', 'https://cdn.myanimelist.net/images/anime/1472/93813l.jpg', 'https://cdn.myanimelist.net/images/anime/10/83933l.jpg', 'https://cdn.myanimelist.net/images/anime/12/87759l.jpg', 'https://cdn.myanimelist.net/images/anime/5/85224l.jpg', 'https://cdn.myanimelist.net/images/anime/8/86831l.jpg', 'https://cdn.myanimelist.net/images/anime/1205/96175l.jpg', 'https://cdn.myanimelist.net/images/anime/13/83576l.jpg', 'https://cdn.myanimelist.net/images/anime/5/87743l.jpg', 'https://cdn.myanimelist.net/images/anime/10/89786l.jpg']",873
"[874, 2961, 22535, 23289, 48561, 38691, 50265, 46569, 223, 199]","['Digimon Tamers', 'Digimon: The Movie', 'Parasyte: The Maxim', ""Monthly Girls' Nozaki-kun"", 'Jujutsu Kaisen 0', 'Dr. Stone', 'Spy x Family', ""Hell's Paradise"", 'Dragon Ball', 'Spirited Away']","['https://cdn.myanimelist.net/images/anime/7/73696l.jpg', 'https://cdn.myanimelist.net/images/anime/3/72452l.jpg', 'https://cdn.myanimelist.net/images/anime/3/73178l.jpg', 'https://cdn.myanimelist.net/images/anime/5/66083l.jpg', 'https://cdn.myanimelist.net/images/anime/1121/119044l.jpg', 'https://cdn.myanimelist.net/images/anime/1613/102576l.jpg', 'https://cdn.myanimelist.net/images/anime/1441/122795l.jpg', 'https://cdn.myanimelist.net/images/anime/1075/131925l.jpg', 'https://cdn.myanimelist.net/images/anime/1887/92364l.jpg', 'https://cdn.myanimelist.net/images/anime/6/79597l.jpg']",874
"[1, 34104, 34148, 34161, 34176, 34177, 34209, 34213, 34102, 34257]","['Cowboy Bebop', ""Knight's & Magic"", 'Nyanko Days', 'Overlord: The Undead King', 'Grimoire of Zero', ""Angel's 3Piece!"", 'Meiji Tokyo Renka', 'Tawawa on Monday', 'Sagrada Reset', 'THE IDOLM@STER CINDERELLA GIRLS Theater']","['https://cdn.myanimelist.net/images/anime/4/19644l.jpg', 'https://cdn.myanimelist.net/images/anime/1472/93813l.jpg', 'https://cdn.myanimelist.net/images/anime/10/83933l.jpg', 'https://cdn.myanimelist.net/images/anime/12/87759l.jpg', 'https://cdn.myanimelist.net/images/anime/5/85224l.jpg', 'https://cdn.myanimelist.net/images/anime/8/86831l.jpg', 'https://cdn.myanimelist.net/images/anime/1205/96175l.jpg', 'https://cdn.myanimelist.net/images/anime/13/83576l.jpg', 'https://cdn.myanimelist.net/images/anime/5/87743l.jpg', 'https://cdn.myanimelist.net/images/anime/10/89786l.jpg']",875
"[1, 34104, 34148, 34161, 34176, 34177, 34209, 34213, 34102, 34257]","['Cowboy Bebop', ""Knight's & Magic"", 'Nyanko Days', 'Overlord: The Undead King', 'Grimoire of Zero', ""Angel's 3Piece!"", 'Meiji Tokyo Renka', 'Tawawa on Monday', 'Sagrada Reset', 'THE IDOLM@STER CINDERELLA GIRLS Theater']","['https://cdn.myanimelist.net/images/anime/4/19644l.jpg', 'https://cdn.myanimelist.net/images/anime/1472/93813l.jpg', 'https://cdn.myanimelist.net/images/anime/10/83933l.jpg', 'https://cdn.myanimelist.net/images/anime/12/87759l.jpg', 'https://cdn.myanimelist.net/images/anime/5/85224l.jpg', 'https://cdn.myanimelist.net/images/anime/8/86831l.jpg', 'https://cdn.myanimelist.net/images/anime/1205/96175l.jpg', 'https://cdn.myanimelist.net/images/anime/13/83576l.jpg', 'https://cdn.myanimelist.net/images/anime/5/87743l.jpg', 'https://cdn.myanimelist.net/images/anime/10/89786l.jpg']",876
"[877, 50416, 11061, 46102, 37521, 33, 205, 35968, 7674, 19]","['Nana', 'Skip and Loafer', 'Hunter x Hunter', 'Odd Taxi', 'Vinland Saga', 'Berserk', 'Samurai Champloo', 'Wotakoi: Love is Hard for Otaku', 'Bakuman.', 'Monster']","['https://cdn.myanimelist.net/images/anime/2/11232l.jpg', 'https://cdn.myanimelist.net/images/anime/1518/138730l.jpg', 'https://cdn.myanimelist.net/images/anime/1337/99013l.jpg', 'https://cdn.myanimelist.net/images/anime/1981/113348l.jpg', 'https://cdn.myanimelist.net/images/anime/1500/103005l.jpg', 'https://cdn.myanimelist.net/images/anime/1384/119988l.jpg', 'https://cdn.myanimelist.net/images/anime/1375/121599l.jpg', 'https://cdn.myanimelist.net/images/anime/1864/93518l.jpg', 'https://cdn.myanimelist.net/images/anime/6/26138l.jpg', 'https://cdn.myanimelist.net/images/anime/10/18793l.jpg']",877
"[1, 34104, 34148, 34161, 34176, 34177, 34209, 34213, 34102, 34257]","['Cowboy Bebop', ""Knight's & Magic"", 'Nyanko Days', 'Overlord: The Undead King', 'Grimoire of Zero', ""Angel's 3Piece!"", 'Meiji Tokyo Renka', 'Tawawa on Monday', 'Sagrada Reset', 'THE IDOLM@STER CINDERELLA GIRLS Theater']","['https://cdn.myanimelist.net/images/anime/4/19644l.jpg', 'https://cdn.myanimelist.net/images/anime/1472/93813l.jpg', 'https://cdn.myanimelist.net/images/anime/10/83933l.jpg', 'https://cdn.myanimelist.net/images/anime/12/87759l.jpg', 'https://cdn.myanimelist.net/images/anime/5/85224l.jpg', 'https://cdn.myanimelist.net/images/anime/8/86831l.jpg', 'https://cdn.myanimelist.net/images/anime/1205/96175l.jpg', 'https://cdn.myanimelist.net/images/anime/13/83576l.jpg', 'https://cdn.myanimelist.net/images/anime/5/87743l.jpg', 'https://cdn.myanimelist.net/images/anime/10/89786l.jpg']",878
"[1, 34104, 34148, 34161, 34176, 34177, 34209, 34213, 34102, 34257]","['Cowboy Bebop', ""Knight's & Magic"", 'Nyanko Days', 'Overlord: The Undead King', 'Grimoire of Zero', ""Angel's 3Piece!"", 'Meiji Tokyo Renka', 'Tawawa on Monday', 'Sagrada Reset', 'THE IDOLM@STER CINDERELLA GIRLS Theater']","['https://cdn.myanimelist.net/images/anime/4/19644l.jpg', 'https://cdn.myanimelist.net/images/anime/1472/93813l.jpg', 'https://cdn.myanimelist.net/images/anime/10/83933l.jpg', 'https://cdn.myanimelist.net/images/anime/12/87759l.jpg', 'https://cdn.myanimelist.net/images/anime/5/85224l.jpg', 'https://cdn.myanimelist.net/images/anime/8/86831l.jpg', 'https://cdn.myanimelist.net/images/anime/1205/96175l.jpg', 'https://cdn.myanimelist.net/images/anime/13/83576l.jpg', 'https://cdn.myanimelist.net/images/anime/5/87743l.jpg', 'https://cdn.myanimelist.net/images/anime/10/89786l.jpg']",879
"[1, 34104, 34148, 34161, 34176, 34177, 34209, 34213, 34102, 34257]","['Cowboy Bebop', ""Knight's & Magic"", 'Nyanko Days', 'Overlord: The Undead King', 'Grimoire of Zero', ""Angel's 3Piece!"", 'Meiji Tokyo Renka', 'Tawawa on Monday', 'Sagrada Reset', 'THE IDOLM@STER CINDERELLA GIRLS Theater']","['https://cdn.myanimelist.net/images/anime/4/19644l.jpg', 'https://cdn.myanimelist.net/images/anime/1472/93813l.jpg', 'https://cdn.myanimelist.net/images/anime/10/83933l.jpg', 'https://cdn.myanimelist.net/images/anime/12/87759l.jpg', 'https://cdn.myanimelist.net/images/anime/5/85224l.jpg', 'https://cdn.myanimelist.net/images/anime/8/86831l.jpg', 'https://cdn.myanimelist.net/images/anime/1205/96175l.jpg', 'https://cdn.myanimelist.net/images/anime/13/83576l.jpg', 'https://cdn.myanimelist.net/images/anime/5/87743l.jpg', 'https://cdn.myanimelist.net/images/anime/10/89786l.jpg']",880
"[1, 34104, 34148, 34161, 34176, 34177, 34209, 34213, 34102, 34257]","['Cowboy Bebop', ""Knight's & Magic"", 'Nyanko Days', 'Overlord: The Undead King', 'Grimoire of Zero', ""Angel's 3Piece!"", 'Meiji Tokyo Renka', 'Tawawa on Monday', 'Sagrada Reset', 'THE IDOLM@STER CINDERELLA GIRLS Theater']","['https://cdn.myanimelist.net/images/anime/4/19644l.jpg', 'https://cdn.myanimelist.net/images/anime/1472/93813l.jpg', 'https://cdn.myanimelist.net/images/anime/10/83933l.jpg', 'https://cdn.myanimelist.net/images/anime/12/87759l.jpg', 'https://cdn.myanimelist.net/images/anime/5/85224l.jpg', 'https://cdn.myanimelist.net/images/anime/8/86831l.jpg', 'https://cdn.myanimelist.net/images/anime/1205/96175l.jpg', 'https://cdn.myanimelist.net/images/anime/13/83576l.jpg', 'https://cdn.myanimelist.net/images/anime/5/87743l.jpg', 'https://cdn.myanimelist.net/images/anime/10/89786l.jpg']",881
"[1, 34104, 34148, 34161, 34176, 34177, 34209, 34213, 34102, 34257]","['Cowboy Bebop', ""Knight's & Magic"", 'Nyanko Days', 'Overlord: The Undead King', 'Grimoire of Zero', ""Angel's 3Piece!"", 'Meiji Tokyo Renka', 'Tawawa on Monday', 'Sagrada Reset', 'THE IDOLM@STER CINDERELLA GIRLS Theater']","['https://cdn.myanimelist.net/images/anime/4/19644l.jpg', 'https://cdn.myanimelist.net/images/anime/1472/93813l.jpg', 'https://cdn.myanimelist.net/images/anime/10/83933l.jpg', 'https://cdn.myanimelist.net/images/anime/12/87759l.jpg', 'https://cdn.myanimelist.net/images/anime/5/85224l.jpg', 'https://cdn.myanimelist.net/images/anime/8/86831l.jpg', 'https://cdn.myanimelist.net/images/anime/1205/96175l.jpg', 'https://cdn.myanimelist.net/images/anime/13/83576l.jpg', 'https://cdn.myanimelist.net/images/anime/5/87743l.jpg', 'https://cdn.myanimelist.net/images/anime/10/89786l.jpg']",882
"[1, 34104, 34148, 34161, 34176, 34177, 34209, 34213, 34102, 34257]","['Cowboy Bebop', ""Knight's & Magic"", 'Nyanko Days', 'Overlord: The Undead King', 'Grimoire of Zero', ""Angel's 3Piece!"", 'Meiji Tokyo Renka', 'Tawawa on Monday', 'Sagrada Reset', 'THE IDOLM@STER CINDERELLA GIRLS Theater']","['https://cdn.myanimelist.net/images/anime/4/19644l.jpg', 'https://cdn.myanimelist.net/images/anime/1472/93813l.jpg', 'https://cdn.myanimelist.net/images/anime/10/83933l.jpg', 'https://cdn.myanimelist.net/images/anime/12/87759l.jpg', 'https://cdn.myanimelist.net/images/anime/5/85224l.jpg', 'https://cdn.myanimelist.net/images/anime/8/86831l.jpg', 'https://cdn.myanimelist.net/images/anime/1205/96175l.jpg', 'https://cdn.myanimelist.net/images/anime/13/83576l.jpg', 'https://cdn.myanimelist.net/images/anime/5/87743l.jpg', 'https://cdn.myanimelist.net/images/anime/10/89786l.jpg']",883
"[1, 34104, 34148, 34161, 34176, 34177, 34209, 34213, 34102, 34257]","['Cowboy Bebop', ""Knight's & Magic"", 'Nyanko Days', 'Overlord: The Undead King', 'Grimoire of Zero', ""Angel's 3Piece!"", 'Meiji Tokyo Renka', 'Tawawa on Monday', 'Sagrada Reset', 'THE IDOLM@STER CINDERELLA GIRLS Theater']","['https://cdn.myanimelist.net/images/anime/4/19644l.jpg', 'https://cdn.myanimelist.net/images/anime/1472/93813l.jpg', 'https://cdn.myanimelist.net/images/anime/10/83933l.jpg', 'https://cdn.myanimelist.net/images/anime/12/87759l.jpg', 'https://cdn.myanimelist.net/images/anime/5/85224l.jpg', 'https://cdn.myanimelist.net/images/anime/8/86831l.jpg', 'https://cdn.myanimelist.net/images/anime/1205/96175l.jpg', 'https://cdn.myanimelist.net/images/anime/13/83576l.jpg', 'https://cdn.myanimelist.net/images/anime/5/87743l.jpg', 'https://cdn.myanimelist.net/images/anime/10/89786l.jpg']",884
"[885, 43, 339, 437, 47, 164, 1, 32182, 30, 199]","[""Angel's Egg"", 'Ghost in the Shell', 'Serial Experiments Lain', 'Perfect Blue', 'Akira', 'Princess Mononoke', 'Cowboy Bebop', 'Mob Psycho 100', 'Neon Genesis Evangelion', 'Spirited Away']","['https://cdn.myanimelist.net/images/anime/11/63181l.jpg', 'https://cdn.myanimelist.net/images/anime/10/82594l.jpg', 'https://cdn.myanimelist.net/images/anime/1718/91550l.jpg', 'https://cdn.myanimelist.net/images/anime/1254/134212l.jpg', 'https://cdn.myanimelist.net/images/anime/1408/114012l.jpg', 'https://cdn.myanimelist.net/images/anime/7/75919l.jpg', 'https://cdn.myanimelist.net/images/anime/4/19644l.jpg', 'https://cdn.myanimelist.net/images/anime/8/80356l.jpg', 'https://cdn.myanimelist.net/images/anime/1314/108941l.jpg', 'https://cdn.myanimelist.net/images/anime/6/79597l.jpg']",885
"[1, 34104, 34148, 34161, 34176, 34177, 34209, 34213, 34102, 34257]","['Cowboy Bebop', ""Knight's & Magic"", 'Nyanko Days', 'Overlord: The Undead King', 'Grimoire of Zero', ""Angel's 3Piece!"", 'Meiji Tokyo Renka', 'Tawawa on Monday', 'Sagrada Reset', 'THE IDOLM@STER CINDERELLA GIRLS Theater']","['https://cdn.myanimelist.net/images/anime/4/19644l.jpg', 'https://cdn.myanimelist.net/images/anime/1472/93813l.jpg', 'https://cdn.myanimelist.net/images/anime/10/83933l.jpg', 'https://cdn.myanimelist.net/images/anime/12/87759l.jpg', 'https://cdn.myanimelist.net/images/anime/5/85224l.jpg', 'https://cdn.myanimelist.net/images/anime/8/86831l.jpg', 'https://cdn.myanimelist.net/images/anime/1205/96175l.jpg', 'https://cdn.myanimelist.net/images/anime/13/83576l.jpg', 'https://cdn.myanimelist.net/images/anime/5/87743l.jpg', 'https://cdn.myanimelist.net/images/anime/10/89786l.jpg']",886
"[1, 34104, 34148, 34161, 34176, 34177, 34209, 34213, 34102, 34257]","['Cowboy Bebop', ""Knight's & Magic"", 'Nyanko Days', 'Overlord: The Undead King', 'Grimoire of Zero', ""Angel's 3Piece!"", 'Meiji Tokyo Renka', 'Tawawa on Monday', 'Sagrada Reset', 'THE IDOLM@STER CINDERELLA GIRLS Theater']","['https://cdn.myanimelist.net/images/anime/4/19644l.jpg', 'https://cdn.myanimelist.net/images/anime/1472/93813l.jpg', 'https://cdn.myanimelist.net/images/anime/10/83933l.jpg', 'https://cdn.myanimelist.net/images/anime/12/87759l.jpg', 'https://cdn.myanimelist.net/images/anime/5/85224l.jpg', 'https://cdn.myanimelist.net/images/anime/8/86831l.jpg', 'https://cdn.myanimelist.net/images/anime/1205/96175l.jpg', 'https://cdn.myanimelist.net/images/anime/13/83576l.jpg', 'https://cdn.myanimelist.net/images/anime/5/87743l.jpg', 'https://cdn.myanimelist.net/images/anime/10/89786l.jpg']",888
"[889, 39651, 14353, 34626, 2025, 15335, 205, 33071, 263, 35968]","['Black Lagoon', ""Mob Psycho 100 II: The Spirits and Such Consultation Office's First Company Outing ~A Healing Trip That Warms the Heart~"", 'Death Billiards', ""KonoSuba: God's Blessing on This Wonderful World! 2 - God's Blessing on This Wonderful Art!"", 'Darker than Black', 'Gintama: The Movie: The Final Chapter: Be Forever Yorozuya', 'Samurai Champloo', 'Bungo Stray Dogs 2 - Walking Alone', 'Fighting Spirit', 'Wotakoi: Love is Hard for Otaku']","['https://cdn.myanimelist.net/images/anime/1906/121592l.jpg', 'https://cdn.myanimelist.net/images/anime/1605/119301l.jpg', 'https://cdn.myanimelist.net/images/anime/11/48721l.jpg', 'https://cdn.myanimelist.net/images/anime/1115/98517l.jpg', 'https://cdn.myanimelist.net/images/anime/5/19570l.jpg', 'https://cdn.myanimelist.net/images/anime/10/51723l.jpg', 'https://cdn.myanimelist.net/images/anime/1375/121599l.jpg', 'https://cdn.myanimelist.net/images/anime/9/87340l.jpg', 'https://cdn.myanimelist.net/images/anime/4/86334l.jpg', 'https://cdn.myanimelist.net/images/anime/1864/93518l.jpg']",889
"[1, 34104, 34148, 34161, 34176, 34177, 34209, 34213, 34102, 34257]","['Cowboy Bebop', ""Knight's & Magic"", 'Nyanko Days', 'Overlord: The Undead King', 'Grimoire of Zero', ""Angel's 3Piece!"", 'Meiji Tokyo Renka', 'Tawawa on Monday', 'Sagrada Reset', 'THE IDOLM@STER CINDERELLA GIRLS Theater']","['https://cdn.myanimelist.net/images/anime/4/19644l.jpg', 'https://cdn.myanimelist.net/images/anime/1472/93813l.jpg', 'https://cdn.myanimelist.net/images/anime/10/83933l.jpg', 'https://cdn.myanimelist.net/images/anime/12/87759l.jpg', 'https://cdn.myanimelist.net/images/anime/5/85224l.jpg', 'https://cdn.myanimelist.net/images/anime/8/86831l.jpg', 'https://cdn.myanimelist.net/images/anime/1205/96175l.jpg', 'https://cdn.myanimelist.net/images/anime/13/83576l.jpg', 'https://cdn.myanimelist.net/images/anime/5/87743l.jpg', 'https://cdn.myanimelist.net/images/anime/10/89786l.jpg']",890
"[223, 502, 34213, 34209, 34177, 34176, 34161, 34148, 34257, 34262]","['Dragon Ball', 'Dragon Ball: Curse of the Blood Rubies', 'Tawawa on Monday', 'Meiji Tokyo Renka', ""Angel's 3Piece!"", 'Grimoire of Zero', 'Overlord: The Undead King', 'Nyanko Days', 'THE IDOLM@STER CINDERELLA GIRLS Theater', 'The Royal Tutor']","['https://cdn.myanimelist.net/images/anime/1887/92364l.jpg', 'https://cdn.myanimelist.net/images/anime/1992/121522l.jpg', 'https://cdn.myanimelist.net/images/anime/13/83576l.jpg', 'https://cdn.myanimelist.net/images/anime/1205/96175l.jpg', 'https://cdn.myanimelist.net/images/anime/8/86831l.jpg', 'https://cdn.myanimelist.net/images/anime/5/85224l.jpg', 'https://cdn.myanimelist.net/images/anime/12/87759l.jpg', 'https://cdn.myanimelist.net/images/anime/10/83933l.jpg', 'https://cdn.myanimelist.net/images/anime/10/89786l.jpg', 'https://cdn.myanimelist.net/images/anime/11/85517l.jpg']",891
"[223, 502, 34209, 34177, 34176, 34161, 1, 34148, 34213, 34257]","['Dragon Ball', 'Dragon Ball: Curse of the Blood Rubies', 'Meiji Tokyo Renka', ""Angel's 3Piece!"", 'Grimoire of Zero', 'Overlord: The Undead King', 'Cowboy Bebop', 'Nyanko Days', 'Tawawa on Monday', 'THE IDOLM@STER CINDERELLA GIRLS Theater']","['https://cdn.myanimelist.net/images/anime/1887/92364l.jpg', 'https://cdn.myanimelist.net/images/anime/1992/121522l.jpg', 'https://cdn.myanimelist.net/images/anime/1205/96175l.jpg', 'https://cdn.myanimelist.net/images/anime/8/86831l.jpg', 'https://cdn.myanimelist.net/images/anime/5/85224l.jpg', 'https://cdn.myanimelist.net/images/anime/12/87759l.jpg', 'https://cdn.myanimelist.net/images/anime/4/19644l.jpg', 'https://cdn.myanimelist.net/images/anime/10/83933l.jpg', 'https://cdn.myanimelist.net/images/anime/13/83576l.jpg', 'https://cdn.myanimelist.net/images/anime/10/89786l.jpg']",892
"[223, 34148, 34161, 34176, 34177, 34209, 34213, 34257, 34262, 34279]","['Dragon Ball', 'Nyanko Days', 'Overlord: The Undead King', 'Grimoire of Zero', ""Angel's 3Piece!"", 'Meiji Tokyo Renka', 'Tawawa on Monday', 'THE IDOLM@STER CINDERELLA GIRLS Theater', 'The Royal Tutor', 'Record of Grancrest War']","['https://cdn.myanimelist.net/images/anime/1887/92364l.jpg', 'https://cdn.myanimelist.net/images/anime/10/83933l.jpg', 'https://cdn.myanimelist.net/images/anime/12/87759l.jpg', 'https://cdn.myanimelist.net/images/anime/5/85224l.jpg', 'https://cdn.myanimelist.net/images/anime/8/86831l.jpg', 'https://cdn.myanimelist.net/images/anime/1205/96175l.jpg', 'https://cdn.myanimelist.net/images/anime/13/83576l.jpg', 'https://cdn.myanimelist.net/images/anime/10/89786l.jpg', 'https://cdn.myanimelist.net/images/anime/11/85517l.jpg', 'https://cdn.myanimelist.net/images/anime/4/89883l.jpg']",893
"[894, 895, 896, 502, 898, 900, 902, 15809, 906, 901]","['Dragon Ball Z: Dead Zone', ""Dragon Ball Z: The World's Strongest"", 'Dragon Ball Z: The Tree of Might', 'Dragon Ball: Curse of the Blood Rubies', ""Dragon Ball Z: Cooler's Revenge"", 'Dragon Ball Z: Super Android 13!', 'Dragon Ball Z: Bojack Unbound', 'The Devil is a Part-Timer!', 'Dragon Ball Z: Wrath of the Dragon', 'Dragon Ball Z: Broly - The Legendary Super Saiyan']","['https://cdn.myanimelist.net/images/anime/1258/90343l.jpg', 'https://cdn.myanimelist.net/images/anime/1017/90344l.jpg', 'https://cdn.myanimelist.net/images/anime/1956/90345l.jpg', 'https://cdn.myanimelist.net/images/anime/1992/121522l.jpg', 'https://cdn.myanimelist.net/images/anime/1113/121523l.jpg', 'https://cdn.myanimelist.net/images/anime/1723/93670l.jpg', 'https://cdn.myanimelist.net/images/anime/1730/93672l.jpg', 'https://cdn.myanimelist.net/images/anime/3/50177l.jpg', 'https://cdn.myanimelist.net/images/anime/1704/93676l.jpg', 'https://cdn.myanimelist.net/images/anime/1451/121524l.jpg']",894
"[895, 894, 896, 900, 898, 902, 901, 9919, 906, 905]","[""Dragon Ball Z: The World's Strongest"", 'Dragon Ball Z: Dead Zone', 'Dragon Ball Z: The Tree of Might', 'Dragon Ball Z: Super Android 13!', ""Dragon Ball Z: Cooler's Revenge"", 'Dragon Ball Z: Bojack Unbound', 'Dragon Ball Z: Broly - The Legendary Super Saiyan', 'Blue Exorcist', 'Dragon Ball Z: Wrath of the Dragon', 'Dragon Ball Z: Fusion Reborn']","['https://cdn.myanimelist.net/images/anime/1017/90344l.jpg', 'https://cdn.myanimelist.net/images/anime/1258/90343l.jpg', 'https://cdn.myanimelist.net/images/anime/1956/90345l.jpg', 'https://cdn.myanimelist.net/images/anime/1723/93670l.jpg', 'https://cdn.myanimelist.net/images/anime/1113/121523l.jpg', 'https://cdn.myanimelist.net/images/anime/1730/93672l.jpg', 'https://cdn.myanimelist.net/images/anime/1451/121524l.jpg', 'https://cdn.myanimelist.net/images/anime/10/75195l.jpg', 'https://cdn.myanimelist.net/images/anime/1704/93676l.jpg', 'https://cdn.myanimelist.net/images/anime/1015/93675l.jpg']",895
"[896, 894, 898, 900, 895, 902, 901, 905, 906, 14837]","['Dragon Ball Z: The Tree of Might', 'Dragon Ball Z: Dead Zone', ""Dragon Ball Z: Cooler's Revenge"", 'Dragon Ball Z: Super Android 13!', ""Dragon Ball Z: The World's Strongest"", 'Dragon Ball Z: Bojack Unbound', 'Dragon Ball Z: Broly - The Legendary Super Saiyan', 'Dragon Ball Z: Fusion Reborn', 'Dragon Ball Z: Wrath of the Dragon', 'Dragon Ball Z: Battle of Gods']","['https://cdn.myanimelist.net/images/anime/1956/90345l.jpg', 'https://cdn.myanimelist.net/images/anime/1258/90343l.jpg', 'https://cdn.myanimelist.net/images/anime/1113/121523l.jpg', 'https://cdn.myanimelist.net/images/anime/1723/93670l.jpg', 'https://cdn.myanimelist.net/images/anime/1017/90344l.jpg', 'https://cdn.myanimelist.net/images/anime/1730/93672l.jpg', 'https://cdn.myanimelist.net/images/anime/1451/121524l.jpg', 'https://cdn.myanimelist.net/images/anime/1015/93675l.jpg', 'https://cdn.myanimelist.net/images/anime/1704/93676l.jpg', 'https://cdn.myanimelist.net/images/anime/1734/93678l.jpg']",896
"[894, 896, 895, 898, 900, 902, 901, 905, 906, 15809]","['Dragon Ball Z: Dead Zone', 'Dragon Ball Z: The Tree of Might', ""Dragon Ball Z: The World's Strongest"", ""Dragon Ball Z: Cooler's Revenge"", 'Dragon Ball Z: Super Android 13!', 'Dragon Ball Z: Bojack Unbound', 'Dragon Ball Z: Broly - The Legendary Super Saiyan', 'Dragon Ball Z: Fusion Reborn', 'Dragon Ball Z: Wrath of the Dragon', 'The Devil is a Part-Timer!']","['https://cdn.myanimelist.net/images/anime/1258/90343l.jpg', 'https://cdn.myanimelist.net/images/anime/1956/90345l.jpg', 'https://cdn.myanimelist.net/images/anime/1017/90344l.jpg', 'https://cdn.myanimelist.net/images/anime/1113/121523l.jpg', 'https://cdn.myanimelist.net/images/anime/1723/93670l.jpg', 'https://cdn.myanimelist.net/images/anime/1730/93672l.jpg', 'https://cdn.myanimelist.net/images/anime/1451/121524l.jpg', 'https://cdn.myanimelist.net/images/anime/1015/93675l.jpg', 'https://cdn.myanimelist.net/images/anime/1704/93676l.jpg', 'https://cdn.myanimelist.net/images/anime/3/50177l.jpg']",897
